parent,name,displayName,description,synonyms,relatedTerms,references,tags,reviewers,owner,status
text2sql.AggregateHTSTBscreening,LoadDate,LoadDate,Date when the dataset was E T L loaded,,,,,,,Approved
text2sql.AggregateHTSTBscreening,MFLCode,MFLCode,Master facility code as asigned in the KHMFL,,,,,,,Approved
text2sql.AggregateHTSTBscreening,MonthName,MonthName,Calendar Month name,,,,,,,Approved
text2sql.AggregateHTSTBscreening,PartnerName,PartnerName,The implementing partner mechanism,,,,,,,Approved
text2sql.AggregateHTSTBscreening,Positive,Positive,Count of the number of individuals who turned HIV positive,,,,,,,Approved
text2sql.AggregateHTSTBscreening,SubCounty,SubCounty,The Sub County where the facility is located,,,,,,,Approved
text2sql.AggregateHTSTBscreening,TBScreening_Grp,TBScreening_Grp,TBScreening status as Screened or Not screened,,,,,,,Approved
text2sql.AggregateHTSTBscreening,Tested,Tested,Counts of the number of tested individuals,,,,,,,Approved
text2sql.AggregateHTSTBscreening,month,month,Calendar month,,,,,,,Approved
text2sql.AggregateHTSTBscreening,tbScreening,tbScreening,TB Screening status,,,,,,,Approved
text2sql.AggregateHTSTBscreening,year,year,calendar year,,,,,,,Approved
,AggregateHTSTeststrategy,AggregateHTSTeststrategy,"An aggregate table that contain counts of patients test strategy, HTS Test, HTS POS, and Linked grouped per facility",,,,,,,Approved
text2sql.AggregateHTSTeststrategy,AgeGroup,AgeGroup,A 4 year age band from 1 to 64 years,,,,,,,Approved
text2sql.AggregateHTSTeststrategy,AgencyName,AgencyName,The funding body,,,,,,,Approved
text2sql.AggregateHTSTeststrategy,County,County,The County where the facility is located,,,,,,,Approved
text2sql.AggregateHTSTeststrategy,FacilityName,FacilityName,The facility name as entered in KHMFL,,,,,,,Approved
text2sql.AggregateHTSTeststrategy,Gender,Gender,Sex of the patient,,,,,,,Approved
text2sql.AggregateHTSTeststrategy,Linked,Linked,Count of the number of linked individuals,,,,,,,Approved
text2sql.AggregateHTSTeststrategy,LinkedClients,LinkedClients,The number of clients,,,,,,,Approved
text2sql.AggregateHTSTeststrategy,LoadDate,LoadDate,Date when the dataset was E T L loaded,,,,,,,Approved
text2sql.AggregateHTSTeststrategy,MFLCode,MFLCode,Master facility code as asigned in the KHMFL,,,,,,,Approved
text2sql.AggregateHTSTeststrategy,MonthName,MonthName,Calendar Month name,,,,,,,Approved
text2sql.AggregateHTSTeststrategy,PartnerName,PartnerName,The implementing partner mechanism,,,,,,,Approved
text2sql.AggregateHTSTeststrategy,Positive,Positive,Count of the number of individuals who turned HIV positive,,,,,,,Approved
text2sql.AggregateHTSTeststrategy,PositiveClients,PositiveClients,The number of clients who turned HIV positive,,,,,,,Approved
text2sql.AggregateHTSTeststrategy,SubCounty,SubCounty,The Sub County where the facility is located,,,,,,,Approved
text2sql.AggregateHTSTeststrategy,TestStrategy,TestStrategy,HIV testing strategy,,,,,,,Approved
text2sql.AggregateHTSTeststrategy,Tested,Tested,Counts of the number of tested individuals,,,,,,,Approved
text2sql.AggregateHTSTeststrategy,TestedClients,TestedClients,The number of clients who received a HIV test,,,,,,,Approved
text2sql.AggregateHTSTeststrategy,month,month,Calendar month,,,,,,,Approved
text2sql.AggregateHTSTeststrategy,year,year,calendar year,,,,,,,Approved
,AggregateHTSUptake,AggregateHTSUptake,"An aggregate table that contain counts of individuals , HTS Test, HTS POS, and Linked grouped per facility in a given reporting period",,,,,,,Approved
text2sql.AggregateHTSUptake,AgeGroup,AgeGroup,A 4 year age band from 1 to 64 years,,,,,,,Approved
text2sql.AggregateHTSUptake,AgencyName,AgencyName,The funding body,,,,,,,Approved
text2sql.AggregateHTSUptake,County,County,The County where the facility is located,,,,,,,Approved
text2sql.AggregateHTSUptake,FacilityName,FacilityName,The facility name as entered in KHMFL,,,,,,,Approved
text2sql.AggregateHTSUptake,Gender,Gender,Sex of the patient,,,,,,,Approved
text2sql.AggregateHTSUptake,Linked,Linked,Count of the number of linked individuals,,,,,,,Approved
text2sql.AggregateHTSUptake,LoadDate,LoadDate,Date when the dataset was E T L loaded,,,,,,,Approved
text2sql.AggregateHTSUptake,MFLCode,MFLCode,Master facility code as asigned in the KHMFL,,,,,,,Approved
text2sql.AggregateHTSUptake,MonthName,MonthName,Calendar Month name,,,,,,,Approved
text2sql.AggregateHTSUptake,PartnerName,PartnerName,The implementing partner mechanism,,,,,,,Approved
text2sql.AggregateHTSUptake,Positive,Positive,Count of the number of individuals who turned HIV positive,,,,,,,Approved
text2sql.AggregateHTSUptake,SubCounty,SubCounty,The Sub County where the facility is located,,,,,,,Approved
text2sql.AggregateHTSUptake,Tested,Tested,Counts of the number of tested individuals,,,,,,,Approved
text2sql.AggregateHTSUptake,TestedBefore,TestedBefore,Has the patient ever had a HIV test before,,,,,,,Approved
text2sql.AggregateHTSUptake,TxNew,TxNew,Count of txnew,,,,,,,Approved
text2sql.AggregateHTSUptake,month,month,Calendar month,,,,,,,Approved
text2sql.AggregateHTSUptake,year,year,calendar year,,,,,,,Approved
,AggregateIITTracingStatus,AggregateIITTracingStatus,An aggregate dataset containing information on defaulted patients and their tracing status,,,,,,,Approved
text2sql.AggregateIITTracingStatus,AgeGroup,AgeGroup,A 4 year age band from 1 to 64 years,,,,,,,Approved
text2sql.AggregateIITTracingStatus,AgencyName,AgencyName,The funding body,,,,,,,Approved
text2sql.AggregateIITTracingStatus,AsofDate,AsofDate,The end of month of the latest reporting month,,,,,,,Approved
text2sql.AggregateIITTracingStatus,County,County,The County where the facility is located,,,,,,,Approved
text2sql.AggregateIITTracingStatus,DefaulterNotTracedClients,DefaulterNotTracedClients,The number of clients who were not traced after experiencing interuption to treatment,,,,,,,Approved
text2sql.AggregateIITTracingStatus,DefaulterTracedClients,DefaulterTracedClients,The number of clients who were traced after experiencing interuption to treatment,,,,,,,Approved
text2sql.AggregateIITTracingStatus,FacilityName,FacilityName,The facility name as entered in KHMFL,,,,,,,Approved
text2sql.AggregateIITTracingStatus,Gender,Gender,The sex of the patient,,,,,,,Approved
text2sql.AggregateIITTracingStatus,IITPatients,IITPatients,The number of patients who have experienced interuptions to treatment,,,,,,,Approved
text2sql.AggregateIITTracingStatus,LoadDate,LoadDate,Date when the dataset was E T L loaded,,,,,,,Approved
text2sql.AggregateIITTracingStatus,MonthIIT,MonthIIT,The month which the client experienced interuptions to treatment,,,,,,,Approved
text2sql.AggregateIITTracingStatus,PartnerName,PartnerName,The service delivery partner,,,,,,,Approved
text2sql.AggregateIITTracingStatus,SubCounty,SubCounty,The sub County as entered in KHMFL,,,,,,,Approved
text2sql.AggregateIITTracingStatus,YearIIT,YearIIT,The year which the client experienced interuptions to treatment,,,,,,,Approved
,AggregateNupi,AggregateNupi,An aggregate table that contains counts of TXCurr individuals who have a National Unique Patient Identifier,,,,,,,Approved
text2sql.AggregateNupi,Adults,Adults,Number of Adults with Nupi,,,,,,,Approved
text2sql.AggregateNupi,AgeGroup,AgeGroup,A 4 year age band from 1 to 64 years,,,,,,,Approved
text2sql.AggregateNupi,AgencyName,AgencyName,The funding body,,,,,,,Approved
text2sql.AggregateNupi,Children,Children,Number of Children with Nupi,,,,,,,Approved
text2sql.AggregateNupi,County,County,The County where the facility is located,,,,,,,Approved
text2sql.AggregateNupi,FacilityName,FacilityName,The facility name as entered in KHMFL,,,,,,,Approved
text2sql.AggregateNupi,Gender,Gender,Sex of the patient,,,,,,,Approved
text2sql.AggregateNupi,NumNUPI,NumNUPI,Total number of patients with Nupi,,,,,,,Approved
text2sql.AggregateNupi,PartnerName,PartnerName,The implementing partner mechanism,,,,,,,Approved
text2sql.AggregateNupi,SiteCode,SiteCode,The MFL code of the facility as outlined in KHMFL,,,,,,,Approved
text2sql.AggregateNupi,Subcounty,Subcounty,The Sub County where the facility is located,,,,,,,Approved
,AggregateOTZ,AggregateOTZ,"An aggregate table that contains Counts of TXCurr individuals between 10 and 19 years who are enrolled on OTZ program, completed training modules and Eligible for VL",,,,,,,Approved
text2sql.AggregateOTZ,AgeGroup,AgeGroup,A 4 year age band from 1 to 64 years,,,,,,,Approved
text2sql.AggregateOTZ,AgencyName,AgencyName,The funding body,,,,,,,Approved
text2sql.AggregateOTZ,CompletedToday_OTZ_Beyond,CompletedToday_OTZ_Beyond,Has the client completed OTZ_Beyond,,,,,,,Approved
text2sql.AggregateOTZ,CompletedToday_OTZ_Leadership,CompletedToday_OTZ_Leadership,Has the client completed OTZ_Leadership,,,,,,,Approved
text2sql.AggregateOTZ,CompletedToday_OTZ_MakingDecisions,CompletedToday_OTZ_MakingDecisions,Has the client completed OTZ_MakingDecisions,,,,,,,Approved
text2sql.AggregateOTZ,CompletedToday_OTZ_Orientation,CompletedToday_OTZ_Orientation,Has the client completed OTZ_Orientation,,,,,,,Approved
text2sql.AggregateOTZ,CompletedToday_OTZ_Participation,CompletedToday_OTZ_Participation,Has the client completed OTZ_Participation,,,,,,,Approved
text2sql.AggregateOTZ,CompletedToday_OTZ_SRH,CompletedToday_OTZ_SRH,Has the client completed OTZ_SRH,,,,,,,Approved
text2sql.AggregateOTZ,CompletedToday_OTZ_Transition,CompletedToday_OTZ_Transition,Has the client completed OTZ_Transition,,,,,,,Approved
text2sql.AggregateOTZ,CompletedToday_OTZ_TreatmentLiteracy,CompletedToday_OTZ_TreatmentLiteracy,Has the client completed OTZ_TreatmentLiteracy,,,,,,,Approved
text2sql.AggregateOTZ,CompletedTraining,CompletedTraining,Number of clients who have completed OTZ modules training,,,,,,,Approved
text2sql.AggregateOTZ,County,County,The County where the facility is located,,,,,,,Approved
text2sql.AggregateOTZ,EligibleVL,EligibleVL,Is the client eligible for a viral load,,,,,,,Approved
text2sql.AggregateOTZ,Enrolled,Enrolled,The number of clients enrolled into OTZ program,,,,,,,Approved
text2sql.AggregateOTZ,FacilityName,FacilityName,The facility name as entered in KHMFL,,,,,,,Approved
text2sql.AggregateOTZ,FirstVL,FirstVL,The first ever documented viral load,,,,,,,Approved
text2sql.AggregateOTZ,Gender,Gender,Sex of the patient,,,,,,,Approved
text2sql.AggregateOTZ,HasValidVL,HasValidVL,Does the client have a valid viral load,,,,,,,Approved
text2sql.AggregateOTZ,LastVL,LastVL,This is the most current VL for the client,,,,,,,Approved
text2sql.AggregateOTZ,LoadDate,LoadDate,Date when the dataset was E T L loaded,,,,,,,Approved
text2sql.AggregateOTZ,MFLCode,MFLCode,Master facility code as asigned in the KHMFL,,,,,,,Approved
text2sql.AggregateOTZ,ModulesPreviouslyCovered,ModulesPreviouslyCovered,Modules that the client has covered before this visit,,,,,,,Approved
text2sql.AggregateOTZ,OTZEnrollmentYearMonth,OTZEnrollmentYearMonth,The year and the month the client was enrolled on OTZ program,,,,,,,Approved
text2sql.AggregateOTZ,PartnerName,PartnerName,The implementing partner mechanism,,,,,,,Approved
text2sql.AggregateOTZ,SubCounty,SubCounty,The Sub County where the facility is located,,,,,,,Approved
text2sql.AggregateOTZ,TotalOTZ,TotalOTZ,Number of clients in oTZ,,,,,,,Approved
text2sql.AggregateOTZ,TransferInStatus,TransferInStatus,Did the client transfer in,,,,,,,Approved
text2sql.AggregateOTZ,ValidVLResult,ValidVLResult,The VL result that is within 12 months from the reporting period taking into account age group validity,,,,,,,Approved
text2sql.AggregateOTZ,ValidVLResultCategory,ValidVLResultCategory,"The viral load results categorizations as LDL,High risk LLV, Low risk LLv and unsuppressed",,,,,,,Approved
,AggregateOTZEligibilityAndEnrollments,AggregateOTZEligibilityAndEnrollments,"An aggregate table that contains counts of TXCurr individuals between 10 and 19 years who are eligible for OTZ program, /enrolled in OTZ, completed training modules and eligible for VL",,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,AgeGroup,AgeGroup,A 4 year age band from 1 to 64 years,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,AgencyName,AgencyName,The funding body,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,CompletedToday_OTZ_Beyond,CompletedToday_OTZ_Beyond,Has the client completed OTZ_Beyond today,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,CompletedToday_OTZ_Leadership,CompletedToday_OTZ_Leadership,Has the client completed OTZ_Leadership today,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,CompletedToday_OTZ_MakingDecisions,CompletedToday_OTZ_MakingDecisions,Has the client completed OTZ_MakingDecisions today,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,CompletedToday_OTZ_Orientation,CompletedToday_OTZ_Orientation,Has the client completed OTZ_Orientation today,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,CompletedToday_OTZ_Participation,CompletedToday_OTZ_Participation,Has the client completed OTZ_Participation today,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,CompletedToday_OTZ_SRH,CompletedToday_OTZ_SRH,Has the client completed OTZ_SRH today,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,CompletedToday_OTZ_Transition,CompletedToday_OTZ_Transition,Has the client completed OTZ_Transition today,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,CompletedToday_OTZ_TreatmentLiteracy,CompletedToday_OTZ_TreatmentLiteracy,Has the client completed OTZ_TreatmentLiteracy today,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,CompletedTraining,CompletedTraining,Number of clients who have completed OTZ modules training,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,County,County,The County where the facility is located,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,EligibleVL,EligibleVL,Is the client eligible for a viral load,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,Enrolled,Enrolled,Number of clients enrolled into OTZ program,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,FacilityName,FacilityName,The facility name as entered in KHMFL,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,FirstVL,FirstVL,The first ever documented viral load,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,Gender,Gender,Sex of the patient,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,HasValidVL,HasValidVL,Does the client have a valid viral load,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,LastVL,LastVL,This is the most current VL for the client,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,LoadDate,LoadDate,Date when the dataset was E T L loaded,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,MFLCode,MFLCode,Master facility code as asigned in the KHMFL,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,ModulesPreviouslyCovered,ModulesPreviouslyCovered,Modules that the client has covered before this visit,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,OTZEnrollmentYearMonth,OTZEnrollmentYearMonth,The year and the month the client was enrolled on OTZ program,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,PartnerName,PartnerName,The implementing partner mechanism,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,SubCounty,SubCounty,The Sub County where the facility is located,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,TransferInStatus,TransferInStatus,Did the client transfer in,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,ValidVLResult,ValidVLResult,The VL result that is within 12 months from the reporting period taking into account age group validity,,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,ValidVLResultCategory,ValidVLResultCategory,"The viral load results categorizations as LDL,High risk LLV, Low risk LLv and unsuppressed",,,,,,,Approved
text2sql.AggregateOTZEligibilityAndEnrollments,patients_eligible,patients_eligible,Number of clients eligible for enrollment into OTZ program,,,,,,,Approved
,AggregateOTZOutcome,AggregateOTZOutcome,An aggregate table that contains counts of TXCurr individuals aged between 10 and 24 years who have outcomes,,,,,,,Approved
text2sql.AggregateOTZOutcome,AgeGroup,AgeGroup,A 4 year age band from 1 to 64 years,,,,,,,Approved
text2sql.AggregateOTZOutcome,AgencyName,AgencyName,The funding body,,,,,,,Approved
text2sql.AggregateOTZOutcome,County,County,The County where the facility is located,,,,,,,Approved
text2sql.AggregateOTZOutcome,FacilityName,FacilityName,The facility name as entered in KHMFL,,,,,,,Approved
text2sql.AggregateOTZOutcome,Gender,Gender,Sex of the patient,,,,,,,Approved
text2sql.AggregateOTZOutcome,LoadDate,LoadDate,Date when the dataset was E T L loaded,,,,,,,Approved
text2sql.AggregateOTZOutcome,MFLCode,MFLCode,Master facility code as asigned in the KHMFL,,,,,,,Approved
text2sql.AggregateOTZOutcome,OTZEnrollmentYearMonth,OTZEnrollmentYearMonth,Year and Month of enrollment into OTZ,,,,,,,Approved
text2sql.AggregateOTZOutcome,Outcome,Outcome,Reason for transition or Exit from OTZ support group,,,,,,,Approved
text2sql.AggregateOTZOutcome,PartnerName,PartnerName,The implementing partner mechanism,,,,,,,Approved
text2sql.AggregateOTZOutcome,SubCounty,SubCounty,The Sub County where the facility is located,,,,,,,Approved
text2sql.AggregateOTZOutcome,patients_totalOutcome,patients_totalOutcome,Number of clients transitioned or exited,,,,,,,Approved
,AggregateOVCCount,AggregateOVCCount,An aggregate table that contains counts of TXCurr individuals who are between 0 and 17 years and are eligible for OVC program,,,,,,,Approved
text2sql.AggregateOVCCount,ARTOutcome,ARTOutcome,"The outcome of the client as active, transferred out, stopped LTFU",,,,,,,Approved
text2sql.AggregateOVCCount,AgencyName,AgencyName,The funding body,,,,,,,Approved
text2sql.AggregateOVCCount,CPIMSUniqueIdentifierCount,CPIMSUniqueIdentifierCount,Count of how many OVC's have CPIMS IDs in the OVC,,,,,,,Approved
text2sql.AggregateOVCCount,County,County,The County where the facility is located,,,,,,,Approved
text2sql.AggregateOVCCount,DATIMAgeGroup,DATIMAgeGroup,A 4-year age band using the DATIM system disaggregations,,,,,,,Approved
text2sql.AggregateOVCCount,FacilityName,FacilityName,The facility name as entered in KHMFL,,,,,,,Approved
text2sql.AggregateOVCCount,Gender,Gender,Sex of the patient,,,,,,,Approved
text2sql.AggregateOVCCount,LoadDate,LoadDate,Date when the dataset was E T L loaded,,,,,,,Approved
text2sql.AggregateOVCCount,MFLCode,MFLCode,Master facility code as asigned in the KHMFL,,,,,,,Approved
text2sql.AggregateOVCCount,OVCElligiblePatientCount,OVCElligiblePatientCount,The number of clients eligible for OVC services,,,,,,,Approved
text2sql.AggregateOVCCount,PartnerName,PartnerName,The implementing partner mechanism,,,,,,,Approved
text2sql.AggregateOVCCount,SubCounty,SubCounty,The Sub County where the facility is located,,,,,,,Approved
text2sql.AggregateOVCCount,TXCurr,TXCurr,Number of clients currently on treatment,,,,,,,Approved
,AggregateOptimizeCurrentRegimens,AggregateOptimizeCurrentRegimens,An aggregate table that contains Counts of TXCurr individuals disagregation of the current regimen per facility,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,AgeBands,AgeBands,"The age categories < 2, 2-4 , 5-9 and 10-14 years",,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,Agegroup,Agegroup,A 4 year age band from 1 to 64 years,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,AgencyName,AgencyName,The funding body,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,County,County,The County where the facility is located,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,CurrentRegimen,CurrentRegimen,The regimen the patient is on currently,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,CurrentVL,CurrentVL,The last viral load documented for the client,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,DATIMAgeGroup,DATIMAgeGroup,DATIM age categorization,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,FacilityName,FacilityName,The facility name as entered in KHMFL,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,Gender,Gender,The sex of the patient,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,LastRegimenClean,LastRegimenClean,The cleaned last regimen,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,Lastregimen,Lastregimen,The last regimen the patient was issued,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,LoadDate,LoadDate,Date when the dataset was E T L loaded,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,PartnerName,PartnerName,The implementing partner mechanism,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,RegimenLine,RegimenLine,The last regimen line,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,SiteCode,SiteCode,The MFLCode of the facility as outlined in KHMFL,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,StartARTMonth,StartARTMonth,The month the patient was started on ART,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,StartARTYr,StartARTYr,The year the patient was started on ART,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,StartRegimen,StartRegimen,The initial regimen the patient was started on,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,Subcounty,Subcounty,The Sub County where the facility is located,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,TXCurr,TXCurr,The number of patients currently on ART,,,,,,,Approved
text2sql.AggregateOptimizeCurrentRegimens,WeightBands,WeightBands,"The weight category <20kg, 20-35 kgs, >35kgs",,,,,,,Approved
,AggregateOptimizeStartRegimens,AggregateOptimizeStartRegimens,An aggregate table that contains Counts of TXCurr individuals disagregation of the start regimen per facility,,,,,,,Approved
text2sql.AggregateOptimizeStartRegimens,Agegroup,Agegroup,A 4 year age band from 1 to 64 years,,,,,,,Approved
text2sql.AggregateOptimizeStartRegimens,AgencyName,AgencyName,The funding body,,,,,,,Approved
text2sql.AggregateOptimizeStartRegimens,County,County,The County where the facility is located,,,,,,,Approved
text2sql.AggregateOptimizeStartRegimens,CurrentVL,CurrentVL,The last viral load documented for the client,,,,,,,Approved
text2sql.AggregateOptimizeStartRegimens,DATIMAgeGroup,DATIMAgeGroup,A 4-year age band using the DATIM system disaggregations,,,,,,,Approved
text2sql.AggregateOptimizeStartRegimens,FacilityName,FacilityName,The facility name as entered in KHMFL,,,,,,,Approved
text2sql.AggregateOptimizeStartRegimens,Firstregimen,Firstregimen,The initial regimen the patient was started on,,,,,,,Approved
text2sql.AggregateOptimizeStartRegimens,Gender,Gender,Sex of the patient,,,,,,,Approved
text2sql.AggregateOptimizeStartRegimens,LoadDate,LoadDate,Date when the dataset was E T L loaded,,,,,,,Approved
text2sql.AggregateOptimizeStartRegimens,PartnerName,PartnerName,The implementing partner mechanism,,,,,,,Approved
text2sql.AggregateOptimizeStartRegimens,SiteCode,SiteCode,The MFLCode of the facility as outlined in KHMFL,,,,,,,Approved
text2sql.AggregateOptimizeStartRegimens,StartARTMonth,StartARTMonth,The month the patient was started on ART,,,,,,,Approved
text2sql.AggregateOptimizeStartRegimens,StartARTYr,StartARTYr,The year the patient was started on ART,,,,,,,Approved
text2sql.AggregateOptimizeStartRegimens,StartRegimen,StartRegimen,The initial regimen the patient was started on,,,,,,,Approved
text2sql.AggregateOptimizeStartRegimens,Subcounty,Subcounty,The Sub County where the facility is located,,,,,,,Approved
text2sql.AggregateOptimizeStartRegimens,TXCurr,TXCurr,The number of patients currently on ART,,,,,,,Approved
text2sql.AggregateOptimizeStartRegimens,ValidVLResultCategory,ValidVLResultCategory,"The viral load results categorizations as LDL,High risk LLV, Low risk LLv and unsuppressed",,,,,,,Approved
,AggregatePBFW,AggregatePBFW,"An aggregate table that contains various indicators of clients who are pregnant or breastfeeding, their VL, regimens grouped by County, Partner, Agency, Facility, Gender & Agegroup",,,,,,,Approved
text2sql.AggregatePBFW,AgeGroup,AgeGroup,A 4 year age band from 1 to 64 years,,,,,,,Approved
text2sql.AggregatePBFW,AgencyName,AgencyName,The funding body,,,,,,,Approved
text2sql.AggregatePBFW,County,County,The County where the facility is located,,,,,,,Approved
text2sql.AggregatePBFW,FacilityName,FacilityName,The facility name as entered in KHMFL,,,,,,,Approved
text2sql.AggregatePBFW,Gender,Gender,The sex of the patient,,,,,,,Approved
text2sql.AggregatePBFW,KnownPositives,KnownPositives,Count of Pregnant and Breastfeeding women who had HIV before First ANC visit,,,,,,,Approved
text2sql.AggregatePBFW,MFLCode,MFLCode,The site code as entered in KHMFL,,,,,,,Approved
text2sql.AggregatePBFW,NewPositives,NewPositives,Count of Pregnant and Breastfeeding women who had HIV on First ANC visit but previously had no HIV,,,,,,,Approved
text2sql.AggregatePBFW,PBFWEligiblevl,PBFWEligiblevl,Count of Pregnant and Breastfeeding women who are Eligible on ART,,,,,,,Approved
text2sql.AggregatePBFW,PBFWOnART,PBFWOnART,Count of Pregnant and Breastfeeding women who are on ART,,,,,,,Approved
text2sql.AggregatePBFW,PBFWReceivedEAC1,PBFWReceivedEAC1,Count of Pregnant and Breastfeeding women who have a repeat VL >=200 copies and received 1st EAc,,,,,,,Approved
text2sql.AggregatePBFW,PBFWReceivedEAC2,PBFWReceivedEAC2,Count of Pregnant and Breastfeeding women who have a repeat VL >=200 copies and received 2nd EAC,,,,,,,Approved
text2sql.AggregatePBFW,PBFWReceivedEAC3,PBFWReceivedEAC3,Count of Pregnant and Breastfeeding women who have a repeat VL >=200 copies and received 3rd EAC,,,,,,,Approved
text2sql.AggregatePBFW,PBFWRegLineSwitch,PBFWRegLineSwitch,Count of Pregnant and Breastfeeding women who had a switch in regimen,,,,,,,Approved
text2sql.AggregatePBFW,PBFWRepeatVl,PBFWRepeatVl,Count of Pregnant and Breastfeeding women who have a repeat VL,,,,,,,Approved
text2sql.AggregatePBFW,PBFWRepeatVlSuppressed,PBFWRepeatVlSuppressed,Count of Pregnant and Breastfeeding women who have a repeat VL <200 copies,,,,,,,Approved
text2sql.AggregatePBFW,PBFWRepeatVlUnSuppressed,PBFWRepeatVlUnSuppressed,Count of Pregnant and Breastfeeding women who have a repeat VL >=200 copies,,,,,,,Approved
text2sql.AggregatePBFW,PBFWSuppressed,PBFWSuppressed,Count of Pregnant and Breastfeeding women who have a VL <200 copies,,,,,,,Approved
text2sql.AggregatePBFW,PBFWUnsupReceivedEAC1,PBFWUnsupReceivedEAC1,The number of clients who are unsuppressed and received 3rd EAC,,,,,,,Approved
text2sql.AggregatePBFW,PBFWUnsupReceivedEAC2,PBFWUnsupReceivedEAC2,The number of clients who are unsuppressed and received 2nd EAC,,,,,,,Approved
text2sql.AggregatePBFW,PBFWUnsupReceivedEAC3,PBFWUnsupReceivedEAC3,The number of clients who are unsuppressed and received 1st EAC,,,,,,,Approved
text2sql.AggregatePBFW,PBFWUnsuppressed,PBFWUnsuppressed,Count of Pregnant and Breastfeeding women who have a VL >=200 copies,,,,,,,Approved
text2sql.AggregatePBFW,PBFWValidVl,PBFWValidVl,Count of Pregnant and Breastfeeding women who have a valid Viral load,,,,,,,Approved
text2sql.AggregatePBFW,PartnerName,PartnerName,The service delivery partner,,,,,,,Approved
text2sql.AggregatePBFW,SubCounty,SubCounty,The sub county as enterd in KHMFL,,,,,,,Approved
,AggregatePrepCascade,AggregatePrepCascade,An aggregate table that contains various PrEP indicators in a given reporting period,,,,,,,Approved
text2sql.AggregatePrepCascade,AgeGroup,AgeGroup,A 4 year age band from 1 to 64 years,,,,,,,Approved
text2sql.AggregatePrepCascade,AgencyName,AgencyName,The funding body,,,,,,,Approved
text2sql.AggregatePrepCascade,AssMonth,AssMonth,The month which the client was asssessed for Prep services,,,,,,,Approved
text2sql.AggregatePrepCascade,AssYear,AssYear,The year which the client was asssessed for Prep services,,,,,,,Approved
text2sql.AggregatePrepCascade,County,County,The County where the facility is located,,,,,,,Approved
text2sql.AggregatePrepCascade,EligiblePrep,EligiblePrep,Number of clients who are eligible for Prep,,,,,,,Approved
text2sql.AggregatePrepCascade,FacilityName,FacilityName,The facility name as entered in KHMFL,,,,,,,Approved
